domain_name;group
openx2-match.dotomi.com;openx-match.dotomi.com
ophan.theguardian.com;ophan.theguardian.com
p.cpx.to;p.cpx.to
s.cpx.to;p.cpx.to
p.rfihub.com;p.rfihub.com
20733094p.rfihub.com;p.rfihub.com
a.rfihub.com;p.rfihub.com
20769733p.rfihub.com;p.rfihub.com
20729401p.rfihub.com;p.rfihub.com
20764015p.rfihub.com;p.rfihub.com
20636849p.rfihub.com;p.rfihub.com
20636897p.rfihub.com;p.rfihub.com
20738914p.rfihub.com;p.rfihub.com
20769628p.rfihub.com;p.rfihub.com
pasteup.guim.co.uk;pasteup.guim.co.uk
ping.chartbeat.net;ping.chartbeat.net
pixel.adsafeprotected.com;pixel.adsafeprotected.com
pixel.mathtag.com;pixel.mathtag.com
pixel.moatads.com;pixel.moatads.com
pixel.quantserve.com;pixel.quantserve.com
pixel.rubiconproject.com;pixel.rubiconproject.com
pixel.tapad.com;pixel.tapad.com
platform-api.sharethis.com;platform-api.sharethis.com
platform-cdn.sharethrough.com;platform-cdn.sharethrough.com
polyfill.guim.co.uk;polyfill.guim.co.uk
pr-bh.ybp.yahoo.com;pr-bh.ybp.yahoo.com
pr.ybp.yahoo.com;pr.ybp.yahoo.com
ps.eyeota.net;ps.eyeota.net
px.moatads.com;px.moatads.com
z.moatads.com;px.moatads.com
js.moatads.com;px.moatads.com
px.surveywall-api.survata.com;px.surveywall-api.survata.com
r.dlx.addthis.com;r.dlx.addthis.com
r.nexac.com;r.nexac.com
e.nexac.com;r.nexac.com
r.openx.net;r.openx.net
rtb.openx.net;r.openx.net
rp.gwallet.com;rp.gwallet.com
rs.gwallet.com;rp.gwallet.com
rtax.criteo.com;rtax.criteo.com
rules.quantcount.com;rules.quantcount.com
sc.independent.co.uk;sc.independent.co.uk
secure-au.imrworldwide.com;secure-au.imrworldwide.com
secure-gl.imrworldwide.com;secure-au.imrworldwide.com
secure-us.imrworldwide.com;secure-au.imrworldwide.com
secure-dcr.imrworldwide.com;secure-dcr.imrworldwide.com
secure-ds.serving-sys.com;secure-ds.serving-sys.com
secure.adnxs.com;secure.adnxs.com
securepubads.g.doubleclick.net;securepubads.g.doubleclick.net
segapi.quantserve.com;segapi.quantserve.com
server.adformdsp.net;server.adformdsp.net
sic.33across.com;sic.across.com
sitebooster.com;sitebooster.com
sp.analytics.yahoo.com;sp.analytics.yahoo.com
sp.mdotlabs.com;sp.mdotlabs.com
stag.mdotlabs.com;stag.mdotlabs.com
stags.bluekai.com;stags.bluekai.com
tags.bluekai.com;stags.bluekai.com
static.chartbeat.com;static.chartbeat.com
static.criteo.net;static.criteo.net
static.independent.co.uk;static.independent.co.uk
static.parastorage.com;static.parastorage.com
static.standard.co.uk;static.standard.co.uk
static.theguardian.com;static.theguardian.com
static.wixstatic.com;static.wixstatic.com
stats.pagefair.com;stats.pagefair.com
storemetrics.pixelbits.io;storemetrics.pixelbits.io
str-assets.imgix.net;str-assets.imgix.net
sync-tm.everesttech.net;sync-tm.everesttech.net
sync.1rx.io;sync.rx.io
sync.adap.tv;sync.adap.tv
sync.go.sonobi.com;sync.go.sonobi.com
sync.mathtag.com;sync.mathtag.com
sync.rhythmxchange.com;sync.rhythmxchange.com
tag.clrstm.com;tag.clrstm.com
tags.bkrtx.com;tags.bkrtx.com
tags.mathtag.com;tags.mathtag.com
tapestry.tapad.com;tapestry.tapad.com
tcr.tynt.com;tcr.tynt.com
track.adform.net;track.adform.net
tracking.omnitagjs.com;tracking.omnitagjs.com
uid.metadsp.co.uk;uid.metadsp.co.uk
uk.adadvisor.net;uk.adadvisor.net
um.simpli.fi;um.simpli.fi
vdna.exelator.com;vdna.exelator.com
vht.tradedoubler.com;vht.tradedoubler.com
webservices.sub2tech.com;webservices.subtech.com
widget.perfectmarket.com;widget.perfectmarket.com
ws.sessioncam.com;ws.sessioncam.com
www.decaura.org;decaura.org
www.independent.co.uk;independent.co.uk
www.theguardian.com;theguardian.com
www.yahoo.com;yahoo.com
ak.m.wikipedia.org;ak.m.wikipedia.org
ak.wikipedia.org;ak.m.wikipedia.org
commons.wikimedia.org;commons.wikimedia.org
commons.m.wikimedia.org;commons.wikimedia.org
conf.api.hk.goforandroid.com;conf.api.hk.goforandroid.com
es.m.wikipedia.org;es.m.wikipedia.org
en.m.wikipedia.org;es.m.wikipedia.org
pt.m.wikipedia.org;es.m.wikipedia.org
godfs.3g.cn;godfs.g.cn
images.search.yahoo.com;images.search.yahoo.com
login.wikimedia.org;login.wikimedia.org
manifest.googlevideo.com;manifest.googlevideo.com
meta.m.wikimedia.org;meta.m.wikimedia.org
o.aolcdn.com;o.aolcdn.com
sgws2.maps.yahoo.com;sgws.maps.yahoo.com
tse1.mm.bing.net;tse.mm.bing.net
tse2.mm.bing.net;tse.mm.bing.net
tse3.mm.bing.net;tse.mm.bing.net
tse4.mm.bing.net;tse.mm.bing.net
upload.wikimedia.org;upload.wikimedia.org
us.wow.com;us.wow.com
video.search.yahoo.com;video.search.yahoo.com
www.euronews.com;euronews.com
www.keyword-suggestions.com;keyword-suggestions.com
www.wow.com;wow.com
www.wtp101.com;wow.com
0914.global.ssl.fastly.net;global.ssl.fastly.net
aax-eu.amazon-adsystem.com;aax-eu.amazon-adsystem.com
ac.realvu.net;ac.realvu.net
acuityplatform.com;acuityplatform.com
ad.yieldlab.net;ad.yieldlab.net
ad.yieldmanager.com;ad.yieldmanager.com
adops-static.timeinc.net;adops-static.timeinc.net
ads.rubiconproject.com;ads.rubiconproject.com
ads.w55c.net;ads.wc.net
tags.w55c.net;ads.wc.net
ads.yieldmo.com;ads.yieldmo.com
s.yieldmo.com;ads.yieldmo.com
aep.emea.mxptint.net;aep.emea.mxptint.net
ape-asset-tag.timeinc.com;ape-asset-tag.timeinc.com
api.bounceexchange.com;api.bounceexchange.com
api.segment.io;api.segment.io
api.vizual.ai;api.vizual.ai
api.widget.cx;api.widget.cx
apv.configuration.minute.ly;apv.configuration.minute.ly
as.casalemedia.com;as.casalemedia.com
a337.casalemedia.com;as.casalemedia.com
r.casalemedia.com;as.casalemedia.com
assets.bounceexchange.com;assets.bounceexchange.com
beacon-eu2.rubiconproject.com;beacon-eu.rubiconproject.com
bidder.aerserv.com;bidder.aerserv.com
bidi-geo.mythings.com;bidi-geo.mythings.com
bttrack.com;bttrack.com
c.betrad.com;c.betrad.com
l.betrad.com;c.betrad.com
c.gumgum.com;c.gumgum.com
g2.gumgum.com;c.gumgum.com
px.gumgum.com;c.gumgum.com
cas.pxl.ace.advertising.com;cas.pxl.ace.advertising.com
an.pxl.ace.advertising.com;cas.pxl.ace.advertising.com
cdn.segment.com;cdn.segment.com
cdn.spotxcdn.com;cdn.spotxcdn.com
cdn.syndication.twimg.com;cdn.syndication.twimg.com
cdn.video.timeinc.com;cdn.video.timeinc.com
cdn.webspectator.com;cdn.webspectator.com
cm.everesttech.net;cm.everesttech.net
cm.netseer.com;cm.netseer.com
cmi.netseer.com;cm.netseer.com
cms.quantserve.com;cms.quantserve.com
counter.snackly.co;counter.snackly.co
cti.w55c.net;cti.wc.net
d1z2jf7jlzjs58.cloudfront.net;dzjfjlzjs.cloudfront.net
d3qxwzhswv93jk.cloudfront.net;dqxwzhswvjk.cloudfront.net
d8rk54i4mohrb.cloudfront.net;drkimohrb.cloudfront.net
d9etzk30b05yg.cloudfront.net;detzkbyg.cloudfront.net
display.apester.com;display.apester.com
dnzy6u8jx448f.cloudfront.net;dnzyujxf.cloudfront.net
dsum.casalemedia.com;dsum.casalemedia.com
ssum.casalemedia.com;dsum.casalemedia.com
eb2.3lift.com;eb.lift.com
ib.3lift.com;eb.lift.com
edge.api.brightcove.com;edge.api.brightcove.com
edge.simplereach.com;edge.simplereach.com
errors.snackly.co;errors.snackly.co
events.bounceexchange.com;events.bounceexchange.com
fei.pro-market.net;fei.pro-market.net
fls-na.amazon-adsystem.com;fls-na.amazon-adsystem.com
gcp-events.apester.com;gcp-events.apester.com
graph.instagram.com;graph.instagram.com
gwiq.globalwebindex.net;gwiq.globalwebindex.net
gwiqcdn.globalwebindex.net;gwiqcdn.globalwebindex.net
i.ebayimg.com;i.ebayimg.com
ie-g2.gumgum.com;ie-g.gumgum.com
images.outbrain.com;images.outbrain.com
info.evidon.com;info.evidon.com
insight.adsrvr.org;insight.adsrvr.org
ir-na.amazon-adsystem.com;ir-na.amazon-adsystem.com
z-na.amazon-adsystem.com;ir-na.amazon-adsystem.com
jadserve.postrelease.com;jadserve.postrelease.com
js.indexww.com;js.indexww.com
kinesis.us-east-1.amazonaws.com;kinesis.us-east-.amazonaws.com
log.outbrain.com;log.outbrain.com
logger.snackly.co;logger.snackly.co
main.pubexchange.com;main.pubexchange.com
map.media6degrees.com;map.mediadegrees.com
metrics.brightcove.com;metrics.brightcove.com
metrics.people.com;metrics.people.com
smetrics.people.com;metrics.people.com
mpp.vindicosuite.com;mpp.vindicosuite.com
mpsnare.iesnare.com;mpsnare.iesnare.com
odb.outbrain.com;odb.outbrain.com
optimized-by.rubiconproject.com;optimized-by.rubiconproject.com
optout.betrad.com;optout.betrad.com
ortc-prd.realtime.co;ortc-prd.realtime.co
ortc-ws2-useast1-s0001.realtime.co;ortc-ws-useast-s.realtime.co
ortc-ws2-useast1-s0002.realtime.co;ortc-ws-useast-s.realtime.co
ortc-ws2-useast1-s0003.realtime.co;ortc-ws-useast-s.realtime.co
ovp.iris.tv;ovp.iris.tv
p.adsymptotic.com;p.adsymptotic.com
api.adsymptotic.com;p.adsymptotic.com
p.skimresources.com;p.skimresources.com
r.skimresources.com;p.skimresources.com
s.skimresources.com;p.skimresources.com
t.skimresources.com;p.skimresources.com
x.skimresources.com;p.skimresources.com
i.skimresources.com;p.skimresources.com
p.typekit.net;p.typekit.net
pbid.pro-market.net;pbid.pro-market.net
people.com;people.com
peopledotcom.files.wordpress.com;peopledotcom.files.wordpress.com
peopledotcom.wordpress.com;peopledotcom.wordpress.com
pix.impdesk.com;pix.impdesk.com
pix04.revsci.net;pix.revsci.net
pixel.sitescout.com;pixel.sitescout.com
pixel-a.sitescout.com;pixel.sitescout.com
pixeltrack.eyeviewads.com;pixeltrack.eyeviewads.com
platform.instagram.com;platform.instagram.com
players.brightcove.net;players.brightcove.net
pq-direct.revsci.net;pq-direct.revsci.net
px.adhigh.net;px.adhigh.net
px.owneriq.net;px.owneriq.net
pxl.connexity.net;pxl.connexity.net
recommend-events.apester.com;recommend-events.apester.com
revee.outbrain.com;revee.outbrain.com
rtb.gumgum.com;rtb.gumgum.com
rtb01-c.eu.dataxu.net;rtb-c.eu.dataxu.net
rub.pxl.ace.advertising.com;rub.pxl.ace.advertising.com
pub.pxl.ace.advertising.com;rub.pxl.ace.advertising.com
rva.outbrain.com;rva.outbrain.com
s.ntv.io;s.ntv.io
s.tagsrvcs.com;s.tagsrvcs.com
s.update.rubiconproject.com;s.update.rubiconproject.com
s0.2mdn.net;s.mdn.net
s1.2mdn.net;s.mdn.net
scontent.cdninstagram.com;scontent.cdninstagram.com
secure-fonts.timeinc.net;secure-fonts.timeinc.net
secure-media.msg.dotomi.com;secure-media.msg.dotomi.com
secure.fastclick.net;secure.fastclick.net
secure.insightexpressai.com;secure.insightexpressai.com
service.maxymiser.net;service.maxymiser.net
session.timecommerce.net;session.timecommerce.net
snippet.minute.ly;snippet.minute.ly
srv-2017-05-22-05.config.parsely.com;srv----.config.parsely.com
srv-2017-05-22-10.config.parsely.com;srv----.config.parsely.com
srv-2017-06-02-06.config.parsely.com;srv----.config.parsely.com
srv-2017-05-22-05.pixel.parsely.com;srv----.pixel.parsely.com
srv-2017-05-22-10.pixel.parsely.com;srv----.pixel.parsely.com
static.adsnative.com;static.adsnative.com
static.parsely.com;static.parsely.com
static.yieldmo.com;static.yieldmo.com
su.addthis.com;su.addthis.com
s7.addthis.com;su.addthis.com
cw.addthis.com;su.addthis.com
m.addthis.com;su.addthis.com
subscription-assets.timeinc.com;subscription-assets.timeinc.com
subscription.people.com;subscription.people.com
sync.intentiq.com;sync.intentiq.com
sync.outbrain.com;sync.outbrain.com
sync.srv.stackadapt.com;sync.srv.stackadapt.com
sync.teads.tv;sync.teads.tv
t.hspvst.com;t.hspvst.com
tag.bounceexchange.com;tag.bounceexchange.com
tags.crwdcntrl.net;tags.crwdcntrl.net
tags.tiqcdn.com;tags.tiqcdn.com
tap-s.rubiconproject.com;tap-s.rubiconproject.com
tap-t.rubiconproject.com;tap-s.rubiconproject.com
tap.rubiconproject.com;tap-s.rubiconproject.com
tap2-cdn.rubiconproject.com;tap-cdn.rubiconproject.com
tia.timeinc.net;tia.timeinc.net
tiads.timeinc.net;tia.timeinc.net
timeinc.brightcove.com.edgesuite.net;timeinc.brightcove.com.edgesuite.net
tlx.3lift.com;tlx.lift.com
track.eyeviewads.com;track.eyeviewads.com
uconnect.tealiumiq.com;uconnect.tealiumiq.com
uid.vindicosuite.com;uid.vindicosuite.com
ums.adtech.de;ums.adtech.de
webservices.webspectator.com;webservices.webspectator.com
wfpscripts.webspectator.com;wfpscripts.webspectator.com
widgets.outbrain.com;widgets.outbrain.com
wms.assoc-amazon.com;wms.assoc-amazon.com
www.decenthat.com;decenthat.com
xid.coastalliving.com;xid.coastalliving.com
xid.cookinglight.com;xid.cookinglight.com
xid.departures.com;xid.departures.com
xid.essence.com;xid.essence.com
xid.ew.com;xid.ew.com
xid.si.com;xid.ew.com
xid.extracrispy.com;xid.extracrispy.com
xid.fansided.com;xid.fansided.com
xid.foodandwine.com;xid.foodandwine.com
xid.fortune.com;xid.fortune.com
xid.golf.com;xid.golf.com
xid.health.com;xid.health.com
xid.hellogiggles.com;xid.hellogiggles.com
xid.instyle.com;xid.instyle.com
xid.money.com;xid.money.com
xid.myrecipes.com;xid.myrecipes.com
xid.peopleenespanol.com;xid.peopleenespanol.com
xid.realsimple.com;xid.realsimple.com
xid.sikids.com;xid.sikids.com
xid.southernliving.com;xid.southernliving.com
xid.sunset.com;xid.sunset.com
xid.thedrive.com;xid.thedrive.com
xid.time.com;xid.time.com
xid.timeforkids.com;xid.timeforkids.com
xid.travelandleisure.com;xid.travelandleisure.com
xid.xojane.com;xid.xojane.com
advonline.goforandroid.com;advonline.goforandroid.com
advs2sonline.goforandroid.com;advonline.goforandroid.com
log.fc.yahoo.com;log.fc.yahoo.com
15.taboola.com;taboola.com
a.tribalfusion.com;a.tribalfusion.com
s.tribalfusion.com;a.tribalfusion.com
ad.crwdcntrl.net;ad.crwdcntrl.net
ade.googlesyndication.com;ade.googlesyndication.com
admin.appnext.com;admin.appnext.com
ads.blbrd.co;ads.blbrd.co
adserver.goforandroid.com;adserver.goforandroid.com
ag.innovid.com;ag.innovid.com
airtv-assets.global.ssl.fastly.net;airtv-assets.global.ssl.fastly.net
ap.lijit.com;ap.lijit.com
ce.lijit.com;ap.lijit.com
apps.applift.com;apps.applift.com
bartltd.hs.llnwd.net;bartltd.hs.llnwd.net
beacon.walmart.com;beacon.walmart.com
c.bing.com;c.bing.com
www.bing.com;c.bing.com
c.disquscdn.com;c.disquscdn.com
a.disquscdn.com;c.disquscdn.com
c.newsinc.com;c.newsinc.com
cache.btrll.com;cache.btrll.com
cdn1.thr.com;cdn.thr.com
cdn2.thr.com;cdn.thr.com
cdn3.thr.com;cdn.thr.com
cdn4.thr.com;cdn.thr.com
cdn5.thr.com;cdn.thr.com
code.createjs.com;code.createjs.com
d1kufmwe1zs1pg.cloudfront.net;dkufmwezspg.cloudfront.net
dc8xl0ndzn2cb.cloudfront.net;dcxlndzncb.cloudfront.net
direct.pubnative.net;direct.pubnative.net
disqus.com;disqus.com
dmeserve.newsinc.com;dmeserve.newsinc.com
dnn506yrbagrg.cloudfront.net;dnnyrbagrg.cloudfront.net
embed.air.tv;embed.air.tv
exelate.rtb.adx1.com;exelate.rtb.adx.com
fastlane.rubiconproject.com;fastlane.rubiconproject.com
global.ib-ibi.com;global.ib-ibi.com
global.ymtracking.com;global.ymtracking.com
hollywoodreporter.disqus.com;hollywoodreporter.disqus.com
horizon.hollywoodreporter.com;horizon.hollywoodreporter.com
ibeu2.mookie1.com;ibeu.mookie.com
images.taboola.com;images.taboola.com
img1.zergnet.com;img.zergnet.com
img2.zergnet.com;img.zergnet.com
img4.zergnet.com;img.zergnet.com
img5.zergnet.com;img.zergnet.com
launch.newsinc.com;launch.newsinc.com
match.taboola.com;match.taboola.com
mc.yandex.ru;mc.yandex.ru
an.yandex.ru;mc.yandex.ru
odr.mookie1.com;odr.mookie.com
p2.keywee.co;p.keywee.co
pixel.everesttech.net;pixel.everesttech.net
pp-serve.newsinc.com;pp-serve.newsinc.com
realtime.services.disqus.com;realtime.services.disqus.com
s.thebrighttag.com;s.thebrighttag.com
sc.iasds01.com;sc.iasds.com
servedby.flashtalking.com;servedby.flashtalking.com
static.adsafeprotected.com;static.adsafeprotected.com
t.mookie1.com;t.mookie.com
b3.mookie1.com;t.mookie.com
t.wayfair.com;t.wayfair.com
tlg.mookie1.com;tlg.mookie.com
track.56txs4.com;track.txs.com
tracking.kdata.fr;tracking.kdata.fr
visitor.omnitagjs.com;visitor.omnitagjs.com
vjs.zencdn.net;vjs.zencdn.net
www.appnext.com;appnext.com
www.coolspaphuket.com;coolspaphuket.com
www.hollywoodreporter.com;hollywoodreporter.com
www.zergnet.com;zergnet.com
app.adjust.com;app.adjust.com
c.tracking.truthfinder.com;c.tracking.truthfinder.com
clickserve.dartsearch.net;clickserve.dartsearch.net
clk.taptica.com;clk.taptica.com
jumpers.mobi;jumpers.mobi
www.jumpers.mobi;jumpers.mobi
kuaptrk.com;kuaptrk.com
luckia.solution.weborama.fr;luckia.solution.weborama.fr
srv6.mobilda.com;srv.mobilda.com
www.intoautos.com;intoautos.com
www.luckia.es;luckia.es
www.sideshowtoy.com;sideshowtoy.com
amplifypixel.outbrain.com;amplifypixel.outbrain.com
api.leadbolt.net;api.leadbolt.net
as-sec.casalemedia.com;as-sec.casalemedia.com
bidder.criteo.com;bidder.criteo.com
cdn-api.arcpublishing.com;cdn-api.arcpublishing.com
comments-api.ext.nile.works;comments-api.ext.nile.works
css.washingtonpost.com;css.washingtonpost.com
js.washingtonpost.com;css.washingtonpost.com
d1pz6dax0t5mop.cloudfront.net;dpzdaxtmop.cloudfront.net
h.parrable.com;h.parrable.com
horizon.sailthru.com;horizon.sailthru.com
images.washingtonpost.com;images.washingtonpost.com
img.washingtonpost.com;img.washingtonpost.com
kr.ixiaa.com;kr.ixiaa.com
me-ssl.effectivemeasure.net;me-ssl.effectivemeasure.net
mongo-good-server.ext.nile.works;mongo-good-server.ext.nile.works
projects.posttv.com;projects.posttv.com
pwapi.washingtonpost.com;pwapi.washingtonpost.com
rumds.wpdigital.net;rumds.wpdigital.net
s.effectivemeasure.net;s.effectivemeasure.net
smetrics.washingtonpost.com;smetrics.washingtonpost.com
sync.tidaltv.com;sync.tidaltv.com
tag.researchnow.com;tag.researchnow.com
targeting.washpost.nile.works;targeting.washpost.nile.works
usersegment.wpdigital.net;usersegment.wpdigital.net
washingtonpost-d.openx.net;washingtonpost-d.openx.net
www.washingtonpost.com;washingtonpost.com
a248.e.akamai.net;a.e.akamai.net
adadvisor.net;adadvisor.net
adventori.com;adventori.com
archivos.wikimedia.es;archivos.wikimedia.es
assets.truthfinder.com;assets.truthfinder.com
billboardcom.disqus.com;billboardcom.disqus.com
brightcove01.brightcove.com;brightcove.brightcove.com
brightcove04.brightcove.com;brightcove.brightcove.com
brightcove05.brightcove.com;brightcove.brightcove.com
cdn.siftscience.com;cdn.siftscience.com
click.howdoesin.net;click.howdoesin.net
cm.adgrx.com;cm.adgrx.com
collector-761.tvsquared.com;collector-.tvsquared.com
counter.hitslink.com;counter.hitslink.com
cs.adingo.jp;cs.adingo.jp
d1v4mfkbpjku1v.cloudfront.net;dvmfkbpjkuv.cloudfront.net
d3qxef4rp70elm.cloudfront.net;dqxefrpelm.cloudfront.net
d5p.de17a.com;dp.dea.com
dc.ads.linkedin.com;dc.ads.linkedin.com
delivery.swid.switchadhub.com;delivery.swid.switchadhub.com
dis.eu.criteo.com;dis.eu.criteo.com
dis.us.criteo.com;dis.eu.criteo.com
doug1izaerwt3.cloudfront.net;dougizaerwt.cloudfront.net
dsp.adfarm1.adition.com;dsp.adfarm.adition.com
ebdr3.com;ebdr.com
epiv.cardlytics.com;epiv.cardlytics.com
es.wikipedia.org;es.wikipedia.org
pt.wikipedia.org;es.wikipedia.org
eu-west-1.dc.ads.linkedin.com;eu-west-.dc.ads.linkedin.com
fra1-ib.adnxs.com;fra-ib.adnxs.com
frcdn.beenverified.com;frcdn.beenverified.com
hexagon-analytics.com;hexagon-analytics.com
idpix.media6degrees.com;idpix.mediadegrees.com
ih.adscale.de;ih.adscale.de
imp2.ads.linkedin.com;imp.ads.linkedin.com
jslog.krxd.net;jslog.krxd.net
lh.secure.yahoo.com;lh.secure.yahoo.com
match.prod.bidr.io;match.prod.bidr.io
p.twonil.com;p.twonil.com
pclick.yahoo.com;pclick.yahoo.com
pix.bit.ly;pix.bit.ly
q-ec.bstatic.com;q-ec.bstatic.com
r-ec.bstatic.com;q-ec.bstatic.com
rt.legolas-media.com;rt.legolas-media.com
rtb-csync.smartadserver.com;rtb-csync.smartadserver.com
s.pinimg.com;s.pinimg.com
script.hotjar.com;script.hotjar.com
sjs.bizographics.com;sjs.bizographics.com
js.bizographics.com;sjs.bizographics.com
snap.licdn.com;snap.licdn.com
sp.adbrn.com;sp.adbrn.com
sslwidget.criteo.com;sslwidget.criteo.com
static.getclicky.com;static.getclicky.com
static.hotjar.com;static.hotjar.com
subscribe.billboard.com;subscribe.billboard.com
sync.adotmob.com;sync.adotmob.com
t.a3cloud.net;t.acloud.net
t.tellapart.com;t.tellapart.com
user-disp.tidaltv.com;user-disp.tidaltv.com
usersync.videoamp.com;usersync.videoamp.com
usync.nexage.com;usync.nexage.com
v.beenverified.com;v.beenverified.com
www.beenverified.com;v.beenverified.com
vars.hotjar.com;vars.hotjar.com
www.billboard.com;billboard.com
www.bizographics.com;bizographics.com
www.booking.com;booking.com
www.linkedin.com;linkedin.com
www.tamgrt.com;tamgrt.com
www.truthfinder.com;truthfinder.com
www.wikilovesearth.es;wikilovesearth.es
stats.appsflyer.com;stats.appsflyer.com
cdn.feeds.ibt.com;cdn.feeds.ibt.com
cdn.yldbt.com;cdn.yldbt.com
cookiex.ngd.yahoo.com;cookiex.ngd.yahoo.com
flapi1.rubiconproject.com;flapi.rubiconproject.com
flapi2.rubiconproject.com;flapi.rubiconproject.com
i.yldbt.com;i.yldbt.com
ibt-d.openx.net;ibt-d.openx.net
ibtimes.com;ibtimes.com
s1.ibtimes.com;ibtimes.com
s2.ibtimes.com;ibtimes.com
s3.ibtimes.com;ibtimes.com
www.ibtimes.com;ibtimes.com
mtrx.go.sonobi.com;mtrx.go.sonobi.com
oxp.mxptint.net;oxp.mxptint.net
exp.mxptint.net;oxp.mxptint.net
abp.mxptint.net;oxp.mxptint.net
pixel.bilinmedia.net;pixel.bilinmedia.net
s.update.openx.com;s.update.openx.com
stats.aws.rubiconproject.com;stats.aws.rubiconproject.com
abtest.goforandroid.com;abtest.goforandroid.com
secure.booking.com;secure.booking.com
assets.adobedtm.com;assets.adobedtm.com
c.flx1.com;c.flx.com
go.flx1.com;c.flx.com
c1.rfihub.net;c.rfihub.net
cdn-akamai.mookie1.com;cdn-akamai.mookie.com
ckm-m.xp1.ru4.com;ckm-m.xp.ru.com
cs.gssprt.jp;cs.gssprt.jp
d10lpsik1i8c69.cloudfront.net;dlpsikic.cloudfront.net
d2hlpp31teaww3.cloudfront.net;dhlppteaww.cloudfront.net
heartbeats.omtrdc.net;heartbeats.omtrdc.net
j.flxpxl.com;j.flxpxl.com
js.foxpush.com;js.foxpush.com
msec.xp1.ru4.com;msec.xp.ru.com
nba.demdex.net;nba.demdex.net
nbcu.demdex.net;nba.demdex.net
nbaprop.tt.omtrdc.net;nbaprop.tt.omtrdc.net
neulionmdnyc-a.akamaihd.net;neulionmdnyc-a.akamaihd.net
neulionms-a.akamaihd.net;neulionms-a.akamaihd.net
nlqosdrecv01.neulion.com;nlqosdrecv.neulion.com
pdw-usr.userreport.com;pdw-usr.userreport.com
rtd.tubemogul.com;rtd.tubemogul.com
s.acxiomapac.com;s.acxiomapac.com
smetrics.global.nba.com;smetrics.global.nba.com
soma.smaato.net;soma.smaato.net
sp.yimg.com;sp.yimg.com
tags.spider-mails.com;tags.spider-mails.com
tajawal.api.sociaplus.com;tajawal.api.sociaplus.com
tajawalcom.foxpush.net;tajawalcom.foxpush.net
tjwlcdn.com;tjwlcdn.com
triggeredmail.appspot.com;triggeredmail.appspot.com
watch.nba.com;watch.nba.com
www.adobe.com;adobe.com
www.sc.pages02.net;sc.pages.net
www.sc.pages08.net;sc.pages.net
www.sc.pages04.net;sc.pages.net
www.tajawal.sa;tajawal.sa
22faeae5.mpstat.us;faeae.mpstat.us
a1.nyt.com;a.nyt.com
ads.undertone.com;ads.undertone.com
c.go-mpulse.net;c.go-mpulse.net
cdn1.nyt.com;cdn.nyt.com
et.nytimes.com;et.nytimes.com
media.zenfs.com;media.zenfs.com
mobile.nytimes.com;mobile.nytimes.com
pnytimes.chartbeat.net;pnytimes.chartbeat.net
static01.nyt.com;static.nyt.com
tagx.nytimes.com;tagx.nytimes.com
typeface.nyt.com;typeface.nyt.com
typeface.nytimes.com;typeface.nytimes.com
www.nytimes.com;nytimes.com
gostat.3g.cn;gostat.g.cn
net.rayjump.com;net.rayjump.com
setting.rayjump.com;setting.rayjump.com
goweatherex.3g.cn;goweatherex.g.cn
adpush.goforandroid.com;adpush.goforandroid.com
affiliate.across.it;affiliate.across.it
beap.gemini.yahoo.com;beap.gemini.yahoo.com
file.myfontastic.com;file.myfontastic.com
graphics.afpforum.com;graphics.afpforum.com
m.addthisedge.com;m.addthisedge.com
mail.yahoo.com;mail.yahoo.com
prof.estat.com;prof.estat.com
secure-fra.adnxs.com;secure-fra.adnxs.com
www.afp.com;afp.com
0.gravatar.com;gravatar.com
1.gravatar.com;gravatar.com
2.gravatar.com;gravatar.com
www.gravatar.com;gravatar.com
s.gravatar.com;gravatar.com
79423.analytics.edgesuite.net;analytics.edgesuite.net
a.company-target.com;a.company-target.com
b.company-target.com;a.company-target.com
d.company-target.com;a.company-target.com
ad.sxp.smartclip.net;ad.sxp.smartclip.net
adfarm.mediaplex.com;adfarm.mediaplex.com
ads.avocet.io;ads.avocet.io
ads.p.veruta.com;ads.p.veruta.com
ads.scorecardresearch.com;ads.scorecardresearch.com
ak1.abmr.net;ak.abmr.net
ak1s.abmr.net;ak.abmr.net
ams-login.dotomi.com;ams-login.dotomi.com
api-apps.antavo.com;api-apps.antavo.com
api.bam-x.com;api.bam-x.com
api.choicestream.com;api.choicestream.com
api.viglink.com;api.viglink.com
app.stitcher.com;app.stitcher.com
app.yieldify.com;app.yieldify.com
appnexus-partners.tremorhub.com;appnexus-partners.tremorhub.com
appsapi.veinteractive.com;appsapi.veinteractive.com
assets.pinterest.com;assets.pinterest.com
beacon.scorecardresearch.com;beacon.scorecardresearch.com
bid.g.doubleclick.net;bid.g.doubleclick.net
bidagent.xad.com;bidagent.xad.com
bleacherreport.com;bleacherreport.com
br.app.link;br.app.link
bsw.pxl.ace.advertising.com;bsw.pxl.ace.advertising.com
buzzbox.buzzfeed.com;buzzbox.buzzfeed.com
cc.swiftype.com;cc.swiftype.com
cdn.bleacherreport.net;cdn.bleacherreport.net
cdn.dashjs.org;cdn.dashjs.org
cdn.dynamicyield.com;cdn.dynamicyield.com
cdn.mobify.com;cdn.mobify.com
cdn.pubnative.net;cdn.pubnative.net
cdn.tagcommander.com;cdn.tagcommander.com
cdn.wfp.org;cdn.wfp.org
