cat,signature
SENSITIVE_UNCATEGORIZED,CoderResult java.nio.charset.CharsetEncoder.encode(CharBuffer,ByteBuffer,boolean)
SENSITIVE_UNCATEGORIZED,Collator java.text.Collator.getInstance()
SENSITIVE_UNCATEGORIZED,Collator java.text.Collator.getInstance(Locale)
SENSITIVE_UNCATEGORIZED,Collection java.security.Provider.values()
SENSITIVE_UNCATEGORIZED,Collection java.util.AbstractMap.values()
SENSITIVE_UNCATEGORIZED,ColorStateList android.content.res.ColorStateList.createFromXml(Resources,XmlPullParser)
SENSITIVE_UNCATEGORIZED,ColorStateList android.content.res.Resources.getColorStateList(int)
SENSITIVE_UNCATEGORIZED,ColorStateList android.widget.TextView.getTextColors()
SENSITIVE_UNCATEGORIZED,ColorStateList android.widget.TextView.getTextColors(Context,TypedArray)
SENSITIVE_UNCATEGORIZED,ComponentName android.app.Activity.getCallingActivity()
SENSITIVE_UNCATEGORIZED,ComponentName android.app.Activity.getComponentName()
SENSITIVE_UNCATEGORIZED,Configuration android.content.res.Resources.getConfiguration()
SENSITIVE_UNCATEGORIZED,Constructor java.lang.Class.getConstructor(Class[])
SENSITIVE_UNCATEGORIZED,Constructor java.lang.Class.getDeclaredConstructor(Class[])
SENSITIVE_UNCATEGORIZED,Constructor[] java.lang.Class.getConstructors()
SENSITIVE_UNCATEGORIZED,Constructor[] java.lang.Class.getDeclaredConstructors()
SENSITIVE_UNCATEGORIZED,ContentResolver android.app.ContextImpl.getContentResolver()
SENSITIVE_UNCATEGORIZED,ContentResolver android.content.ContextWrapper.getContentResolver()
SENSITIVE_UNCATEGORIZED,ContentResolver android.test.IsolatedContext.getContentResolver()
SENSITIVE_UNCATEGORIZED,Context android.app.ActionBar.getThemedContext()
SENSITIVE_UNCATEGORIZED,Context android.app.ContextImpl.createPackageContext(String,int)
SENSITIVE_UNCATEGORIZED,Context android.app.ContextImpl.getApplicationContext()
SENSITIVE_UNCATEGORIZED,Context android.app.Dialog.getContext()
SENSITIVE_UNCATEGORIZED,Context android.content.ContentProvider.getContext()
SENSITIVE_UNCATEGORIZED,Context android.content.ContextWrapper.getApplicationContext()
SENSITIVE_UNCATEGORIZED,Context android.content.ContextWrapper.getBaseContext()
SENSITIVE_UNCATEGORIZED,Context android.preference.Preference.getContext()
SENSITIVE_UNCATEGORIZED,Context android.view.View.getContext()
SENSITIVE_UNCATEGORIZED,Context com.android.internal.app.ActionBarImpl.getThemedContext()
SENSITIVE_UNCATEGORIZED,CookieManager android.webkit.CookieManager.getInstance()
SENSITIVE_UNCATEGORIZED,CookieStore org.apache.http.impl.client.AbstractHttpClient.getCookieStore()
SENSITIVE_UNCATEGORIZED,CookieSyncManager android.webkit.CookieSyncManager.createInstance(Context)
SENSITIVE_UNCATEGORIZED,Currency java.util.Currency.getInstance(Locale)
SENSITIVE_UNCATEGORIZED,Currency java.util.Currency.getInstance(String)
SENSITIVE_UNCATEGORIZED,Cursor android.provider.MediaStore$Images$Thumbnails.queryMiniThumbnail(ContentResolver,long,int,String[])
SENSITIVE_UNCATEGORIZED,Cursor android.widget.CursorAdapter.getCursor()
SENSITIVE_UNCATEGORIZED,Date java.text.DateFormat.parse(String)
SENSITIVE_UNCATEGORIZED,Date java.text.SimpleDateFormat.parse(String,ParsePosition)
SENSITIVE_UNCATEGORIZED,DateFormat android.text.format.DateFormat.getDateFormat(Context)
SENSITIVE_UNCATEGORIZED,DateFormat android.text.format.DateFormat.getTimeFormat(Context)
SENSITIVE_UNCATEGORIZED,DateFormat java.text.DateFormat.getDateInstance()
SENSITIVE_UNCATEGORIZED,DateFormat java.text.DateFormat.getDateInstance(int)
SENSITIVE_UNCATEGORIZED,DateFormat java.text.DateFormat.getDateInstance(int,Locale)
SENSITIVE_UNCATEGORIZED,DateFormat java.text.DateFormat.getDateTimeInstance()
SENSITIVE_UNCATEGORIZED,DateFormat java.text.DateFormat.getDateTimeInstance(int,int)
SENSITIVE_UNCATEGORIZED,DateFormat java.text.DateFormat.getDateTimeInstance(int,int,Locale)
SENSITIVE_UNCATEGORIZED,DatePicker android.app.DatePickerDialog.getDatePicker()
SENSITIVE_UNCATEGORIZED,Dialog android.app.DialogFragment.getDialog()
SENSITIVE_UNCATEGORIZED,Dialog android.preference.PreferenceScreen.getDialog()
SENSITIVE_UNCATEGORIZED,Display android.view.WindowManagerImpl.getDefaultDisplay()
SENSITIVE_UNCATEGORIZED,DisplayMetrics android.content.res.Resources.getDisplayMetrics()
SENSITIVE_UNCATEGORIZED,Document javax.xml.parsers.DocumentBuilder.parse(File)
SENSITIVE_UNCATEGORIZED,Document javax.xml.parsers.DocumentBuilder.parse(InputStream)
SENSITIVE_UNCATEGORIZED,Document javax.xml.parsers.DocumentBuilder.parse(InputStream,String)
SENSITIVE_UNCATEGORIZED,Document javax.xml.parsers.DocumentBuilder.parse(String)
SENSITIVE_UNCATEGORIZED,DomainCombiner java.security.AccessControlContext.getDomainCombiner()
SENSITIVE_UNCATEGORIZED,Drawable android.app.ApplicationPackageManager.getActivityIcon(ComponentName)
SENSITIVE_UNCATEGORIZED,Drawable android.app.ApplicationPackageManager.getActivityIcon(Intent)
SENSITIVE_UNCATEGORIZED,Drawable android.app.ApplicationPackageManager.getActivityLogo(ComponentName)
SENSITIVE_UNCATEGORIZED,Drawable android.app.ApplicationPackageManager.getActivityLogo(Intent)
SENSITIVE_UNCATEGORIZED,Drawable android.app.ApplicationPackageManager.getApplicationIcon(ApplicationInfo)
SENSITIVE_UNCATEGORIZED,Drawable android.app.ApplicationPackageManager.getApplicationIcon(String)
SENSITIVE_UNCATEGORIZED,Drawable android.app.ApplicationPackageManager.getDefaultActivityIcon()
SENSITIVE_UNCATEGORIZED,Drawable android.app.ApplicationPackageManager.getDrawable(String,int,ApplicationInfo)
SENSITIVE_UNCATEGORIZED,Drawable android.content.res.Resources.getDrawable(int)
SENSITIVE_UNCATEGORIZED,Drawable android.content.res.TypedArray.getDrawable(int)
SENSITIVE_UNCATEGORIZED,Drawable android.graphics.drawable.AnimationDrawable.getFrame(int)
SENSITIVE_UNCATEGORIZED,Drawable android.graphics.drawable.Drawable.createFromStream(InputStream,String)
SENSITIVE_UNCATEGORIZED,Drawable android.graphics.drawable.Drawable.createFromXml(Resources,XmlPullParser)
SENSITIVE_UNCATEGORIZED,Drawable android.graphics.drawable.Drawable.getCurrent()
SENSITIVE_UNCATEGORIZED,Drawable android.graphics.drawable.DrawableContainer.getCurrent()
SENSITIVE_UNCATEGORIZED,Drawable android.graphics.drawable.LayerDrawable.getDrawable(int)
SENSITIVE_UNCATEGORIZED,Drawable android.view.View.getBackground()
SENSITIVE_UNCATEGORIZED,Drawable android.widget.AutoCompleteTextView.getDropDownBackground()
SENSITIVE_UNCATEGORIZED,Drawable android.widget.ImageView.getDrawable()
SENSITIVE_UNCATEGORIZED,Drawable android.widget.PopupWindow.getBackground()
SENSITIVE_UNCATEGORIZED,Drawable com.android.internal.app.ActionBarImpl$TabImpl.getIcon()
SENSITIVE_UNCATEGORIZED,Drawable com.android.internal.view.menu.ActionMenuItem.getIcon()
SENSITIVE_UNCATEGORIZED,Drawable com.android.internal.view.menu.MenuItemImpl.getIcon()
SENSITIVE_UNCATEGORIZED,Editable android.widget.TextView.getEditableText()
SENSITIVE_UNCATEGORIZED,Entity android.content.CursorEntityIterator.next()
SENSITIVE_UNCATEGORIZED,Exception java.security.PrivilegedActionException.getException()
SENSITIVE_UNCATEGORIZED,Field java.lang.Class.getDeclaredField(String)
SENSITIVE_UNCATEGORIZED,Field java.lang.Class.getField(String)
SENSITIVE_UNCATEGORIZED,Field[] java.lang.Class.getDeclaredFields()
SENSITIVE_UNCATEGORIZED,Field[] java.lang.Class.getFields()
SENSITIVE_UNCATEGORIZED,File android.app.ContextImpl.getCacheDir()
SENSITIVE_UNCATEGORIZED,File android.app.ContextImpl.getExternalCacheDir()
SENSITIVE_UNCATEGORIZED,File android.app.ContextImpl.getExternalFilesDir(String)
SENSITIVE_UNCATEGORIZED,File android.app.ContextImpl.getFileStreamPath(String)
SENSITIVE_UNCATEGORIZED,File android.app.ContextImpl.getFilesDir()
SENSITIVE_UNCATEGORIZED,File android.app.ContextImpl.getObbDir()
SENSITIVE_UNCATEGORIZED,File android.content.ContextWrapper.getCacheDir()
SENSITIVE_UNCATEGORIZED,File android.content.ContextWrapper.getExternalCacheDir()
SENSITIVE_UNCATEGORIZED,File android.content.ContextWrapper.getExternalFilesDir(String)
SENSITIVE_UNCATEGORIZED,File android.content.ContextWrapper.getFileStreamPath(String)
SENSITIVE_UNCATEGORIZED,File android.content.ContextWrapper.getFilesDir()
SENSITIVE_UNCATEGORIZED,File android.content.ContextWrapper.getObbDir()
SENSITIVE_UNCATEGORIZED,File android.os.Environment.getExternalStorageDirectory()
SENSITIVE_UNCATEGORIZED,File android.os.Environment.getExternalStoragePublicDirectory(String)
SENSITIVE_UNCATEGORIZED,File android.os.Environment.getRootDirectory()
SENSITIVE_UNCATEGORIZED,File android.test.IsolatedContext.getFilesDir()
SENSITIVE_UNCATEGORIZED,File java.io.File.createTempFile(String,String)
SENSITIVE_UNCATEGORIZED,FileChannel java.io.FileInputStream.getChannel()
SENSITIVE_UNCATEGORIZED,FileChannel java.io.FileOutputStream.getChannel()
SENSITIVE_UNCATEGORIZED,FileChannel java.io.RandomAccessFile.getChannel()
SENSITIVE_UNCATEGORIZED,FileDescriptor android.content.res.AssetFileDescriptor.getFileDescriptor()
SENSITIVE_UNCATEGORIZED,FileDescriptor android.os.ParcelFileDescriptor.getFileDescriptor()
SENSITIVE_UNCATEGORIZED,FileDescriptor java.io.FileOutputStream.getFD()
SENSITIVE_UNCATEGORIZED,FocusFinder android.view.FocusFinder.getInstance()
SENSITIVE_UNCATEGORIZED,FragmentManager android.app.Activity.getFragmentManager()
SENSITIVE_UNCATEGORIZED,FrameLayout android.widget.TabHost.getTabContentView()
SENSITIVE_UNCATEGORIZED,HttpParams org.apache.http.impl.client.AbstractHttpClient.getParams()
SENSITIVE_UNCATEGORIZED,IBinder android.content.Intent.getIBinderExtra(String)
SENSITIVE_UNCATEGORIZED,IBinder android.os.Messenger.getBinder()
SENSITIVE_UNCATEGORIZED,IBinder android.view.View.getWindowToken()
SENSITIVE_UNCATEGORIZED,IContentProvider android.content.ContentProvider.getIContentProvider()
SENSITIVE_UNCATEGORIZED,InetAddress java.net.DatagramPacket.getAddress()
SENSITIVE_UNCATEGORIZED,InetAddress java.net.InetAddress.getByName(String)
SENSITIVE_UNCATEGORIZED,InputStream android.content.ContentResolver.openInputStream(Uri)
SENSITIVE_UNCATEGORIZED,InputStream android.drm.mobile1.DrmRawContent.getContentInputStream(DrmRights)
SENSITIVE_UNCATEGORIZED,InputStream java.lang.Class.getResourceAsStream(String)
SENSITIVE_UNCATEGORIZED,InputStream java.lang.ProcessManager$ProcessImpl.getErrorStream()
SENSITIVE_UNCATEGORIZED,Integer android.content.ContentValues.getAsInteger(String)
SENSITIVE_UNCATEGORIZED,Integer android.widget.TimePicker.getCurrentHour()
SENSITIVE_UNCATEGORIZED,Integer android.widget.TimePicker.getCurrentMinute()
SENSITIVE_UNCATEGORIZED,Integer java.lang.Integer.getInteger(String)
SENSITIVE_UNCATEGORIZED,Integer java.lang.Integer.getInteger(String,Integer)
SENSITIVE_UNCATEGORIZED,Integer java.lang.Integer.getInteger(String,int)
SENSITIVE_UNCATEGORIZED,Intent android.app.Activity.getIntent()
